Date,Type,Registration,Operator,Fatalities,Location,Latitude,Longitude
29-MAR-2018,Beech 99,N31TN,29-MAR-2018,0,Pilot Point ...,33.396503,-96.9605608
30-MAR-2018,Cessna 650 Citation III,N126MT,30-MAR-2018,0,Orlando-Cent...,51.16667,0.66667
30-MAR-2018,Antonov An-12BK,UR-KDM,30-MAR-2018,0,Gao Airport ...,16.2493277,-0.0020881
31-MAR-2018,Cessna 208B Grand Caravan,N9339B,31-MAR-2018,0,near Gardiner Air...,38.2175973,-85.6607746
02-APR-2018,Cessna 525C Citation CJ4,N511AC,02-APR-2018,0,Marion Munic...,48.1720707,11.5964864
04-APR-2018,Learjet 45XR,N618CW,04-APR-2018,0,Houston-Will...,29.9848658,-95.3094671
04-APR-2018,Learjet 40XR,N626FX,04-APR-2018,0,Houston-Will...,29.9848658,-95.3094671
04-APR-2018,Cessna 560XL Citation Excel,N900WL,04-APR-2018,0,Houston-Will...,29.9848658,-95.3094671
04-APR-2018,Learjet 60,N759SH,04-APR-2018,0,Houston-Will...,29.9848658,-95.3094671
05-APR-2018,Antonov An-26,UP-AN607,05-APR-2018,0,Wau Airport ...,7.7259985,27.97417
09-APR-2018,Boeing 737-9B5,HL7725,09-APR-2018,0,Osaka-Kansai...,34.6722449,135.5575867
09-APR-2018,Beech 200 Super King Air,LN-NOA,09-APR-2018,0,Stavanger-So...,58.9689601,5.7294654
11-APR-2018,Ilyushin Il-76TD,7T-WIV,11-APR-2018,257,near Boufarik Air...,36.5728096,2.9109444
12-APR-2018,Cessna 208B Grand Caravan,5Y-SAV,12-APR-2018,0,"El Barde, So...",4.82821,43.659931
13-APR-2018,Lockheed P-3C Orion,,13-APR-2018,0,"near Omaha, NE",41.2587459,-95.9383758
14-APR-2018,Antonov An-74-200,EK-74036,14-APR-2018,0,Akola village,20.7618624,77.1921716
15-APR-2018,Airbus A321-213,B-6555,15-APR-2018,0,Zhengzhou-Xi...,34.7487244,113.6191483
15-APR-2018,Cessna 525 CitationJet,N525P,15-APR-2018,1,"near Crozet, VA",38.129592,-78.710635
15-APR-2018,Cessna 550 Citation Bravo,N4AT,15-APR-2018,0,Winnipeg-Jam...,45.00929,21.39727
15-APR-2018,Bombardier Challenger 605,C-FXWT,15-APR-2018,0,Winnipeg-Jam...,45.00929,21.39727
15-APR-2018,DHC-6 Twin Otter 100,C-FSCA,15-APR-2018,0,Prince Alber...,18.5516007,-72.2734929
15-APR-2018,Saab 340B,C-GTWK,15-APR-2018,0,Prince Alber...,18.5516007,-72.2734929
16-APR-2018,Cessna 525 CitationJet CJ1,D-ISWA,16-APR-2018,0,Le Touquet A...,50.7112526,2.9126738
17-APR-2018,Boeing 737-7H4 (WL),N772SW,17-APR-2018,1,near Philadelphia...,53.392312,-1.4820974
17-APR-2018,DHC-8-402Q Dash 8,G-JECX,17-APR-2018,0,Newquay-Corn...,35.37811,-98.78202
18-APR-2018,Airbus A330-302,N806NW,18-APR-2018,0,Atlanta-Will...,41.44503,-87.97866
20-APR-2018,MD-83,N807WA,20-APR-2018,0,Alexandria I...,7.0079773,93.764871
29-APR-2018,Boeing 737-8GP (WL),PK-LOO,29-APR-2018,0,Gorontalo-Ja...,20.33333,-103.66667
29-APR-2018,Beech 1900C,N172GA,29-APR-2018,0,Sioux Falls ...,43.549973,-96.7003324
30-APR-2018,Boeing 737-8AS (WL),EI-GDZ,30-APR-2018,0,London-Stans...,51.5578059,0.1507945
01-MAY-2018,Bombardier CRJ-900LR (CL-600-2D24),N606LR,01-MAY-2018,0,New York-Joh...,43.5639104,-76.1176258
01-MAY-2018,Boeing 767-332ER (WL),N172DN,01-MAY-2018,0,New York-Joh...,43.5639104,-76.1176258
02-MAY-2018,Beech C99,PNC0203,02-MAY-2018,4,near Ibagué,4.4446595,-75.2430012
03-MAY-2018,Dassault Falcon 900EX,ZS-DEX,03-MAY-2018,0,Johannesburg...,-26.205,28.049722
04-MAY-2018,Cessna 525C Citation CJ4,EC-MOQ,04-MAY-2018,0,Santiago de ...,49.9986351,8.2680686
07-MAY-2018,Boeing 737-8H4 (WL),N8655D,07-MAY-2018,0,Baltimore/Wa...,-31.4695451,-64.2275978
12-MAY-2018,Lockheed L-100-30 Hercules,N403LC,12-MAY-2018,0,Port Moresby...,-9.4743301,147.1599504
12-MAY-2018,Boeing 737-8BK (WL),P2-PXE,12-MAY-2018,0,Port Moresby...,-9.4743301,147.1599504
13-MAY-2018,Airbus A321-231,TC-JMM,13-MAY-2018,0,Istanbul-Ata...,43.3359572,76.953537
13-MAY-2018,Airbus A330-323,HL7792,13-MAY-2018,0,Istanbul-Ata...,43.3359572,76.953537
13-MAY-2018,Cessna 208B Grand Caravan,G-KNYS,13-MAY-2018,2,near Clonbullogue...,53.26111,-7.08678
15-MAY-2018,Cessna 208B Grand Caravan,,15-MAY-2018,2,near Tuzantán,15.1459222,-92.4213323
16-MAY-2018,Cessna 208B Grand Caravan,9N-AJU,16-MAY-2018,2,Bahun Khark,29.26139,50.33056
18-MAY-2018,Boeing 737-201,XA-UHZ,18-MAY-2018,112,near Havana-José ...,43.3079494,6.6366566
20-MAY-2018,Gulfstream G200 Galaxy,B-8129,20-MAY-2018,0,Yangzhou Tai...,32.3969935,119.4077008
21-MAY-2018,Airbus A330-243,TC-OCH,21-MAY-2018,0,Jeddah-King ...,21.5217543,39.1825517
22-MAY-2018,Gulfstream G200 Galaxy,N813WM,22-MAY-2018,0,Tegucigalpa-...,14.1056861,-87.204676
05-JUN-2018,Cessna 208B Grand Caravan,5Y-CAC,05-JUN-2018,10,near Njabini,-0.725998,36.653323
06-JUN-2018,Cessna 525A CitationJet CJ2+,D-IULI,06-JUN-2018,0,Saint Tropez...,43.2727191,6.6405225
06-JUN-2018,Antonov An-2R,YR-DAX,06-JUN-2018,0,"Baleni, Gala...",43.715,16.72694
11-JUN-2018,Airbus A340-313,D-AIFA,11-JUN-2018,0,Frankfurt In...,42.8509272,-2.679841
14-JUN-2018,MD-83,UR-CPR,14-JUN-2018,0,Kiev-Igor Si...,52.0095176,33.2670738
24-JUN-2018,Let L-410UVP,,24-JUN-2018,4,"Souguéta, Ki...",1.421,172.984
26-JUN-2018,Boeing 777-2B5ER,HL7764,26-JUN-2018,0,Seoul-Gimpo ...,37.5590077,126.7942403
26-JUN-2018,Airbus A330-323,HL8286,26-JUN-2018,0,Seoul-Gimpo ...,37.5590077,126.7942403
26-JUN-2018,Learjet 60,N57,26-JUN-2018,0,Salt Lake Ci...,41.906296,-87.659175
26-JUN-2018,Ilyushin Il-76,,26-JUN-2018,0,Damascus Int...,25.284081,51.5143707
27-JUN-2018,Antonov An-2R,RA-62524,27-JUN-2018,0,Nizhneudinsk...,54.9084881,99.0302862
30-JUN-2018,BN-2A-26 Islander,V3-HFB,30-JUN-2018,0,San Pedro Ai...,-33.6758554,-59.662845
09-JUL-2018,DHC-3T Texas Turbine Otter,C-GBQC,09-JUL-2018,0,"Parker Lake, NU",41.2000406,-74.3951989
09-JUL-2018,ATR 72-600 (72-212A),CN-COH,09-JUL-2018,0,near Al Hoceima-C...,35.245114,-3.930186
10-JUL-2018,DHC-3T Vazar Turbine Otter,N3952B,10-JUL-2018,0,"Mount Jumbo,...",46.8790911,-113.9564965
11-JUL-2018,Douglas DC-3C,HK-3293,11-JUL-2018,0,San Felipe A...,31.0269529,-114.8396077
16-JUL-2018,Curtiss C-46F,N1822M,16-JUL-2018,0,Manley Hot S...,64.9893312,-150.6464781
16-JUL-2018,Boeing 737-8F2 (WL),LV-HQY,16-JUL-2018,0,Cataratas de...,-24.9574234,-53.4041081
20-JUL-2018,Antonov An-26B,UP-AN611,20-JUL-2018,0,near Al Alamain,30.9241206,28.4639399
21-JUL-2018,Douglas C-47B (DC-3),N47HL,21-JUL-2018,0,Burnet Munic...,48.13743,11.57549
22-JUL-2018,Cessna 750 Citation X,N752TX,22-JUL-2018,0,Cork Airport...,51.8417381,-8.4937985
27-JUL-2018,Antonov An-2R,9S-GFS,27-JUL-2018,5,near Kamako Airstrip,-6.8702139,20.9159079
27-JUL-2018,Boeing 767-38EER,N641GT,27-JUL-2018,0,Portsmouth I...,50.8110805,-1.0893859
28-JUL-2018,ATR 72-212A (ATR 72-500),YJ-AV71,28-JUL-2018,0,Port Vila-Ba...,-17.7414972,168.3150163
28-JUL-2018,BN-2A-8 Islander,YJ-OO9,28-JUL-2018,0,Port Vila-Ba...,-17.7414972,168.3150163
28-JUL-2018,BN-2A-27 Islander,YJ-AL2,28-JUL-2018,0,Port Vila-Ba...,-17.7414972,168.3150163
30-JUL-2018,Antonov An-2R,RA-40649,30-JUL-2018,0,Evenki distr...,48.5100496,120.1728337
04-AUG-2018,Junkers Ju-52/3mg4e,HB-HOT,04-AUG-2018,20,near Piz Segnas,46.90771,9.23976
09-AUG-2018,Boeing 787-8,CN-RGT,09-AUG-2018,0,Istanbul-Ata...,43.3359572,76.953537
09-AUG-2018,Boeing 777-3F2ER,TC-JJZ,09-AUG-2018,0,Istanbul-Ata...,43.3359572,76.953537
13-AUG-2018,Cessna 525 CitationJet,N526CP,13-AUG-2018,1,"Payson, UT",40.0443989,-111.7321518
13-AUG-2018,Airbus A321-271N,N204HA,13-AUG-2018,0,Los Angeles ...,34.0536909,-118.242766
16-AUG-2018,Boeing 737-85C (WL),B-5498,16-AUG-2018,0,Manila-Ninoy...,14.5121499,121.0220184
19-AUG-2018,DHC-8-402Q Dash 8,N404AV,19-AUG-2018,0,Lima-Jorge C...,-33.457663,-70.5471588
22-AUG-2018,ATR 72-212A (ATR 72-600),B-16852,22-AUG-2018,0,Taichung-Chi...,24.1747219,120.6408443
26-AUG-2018,Boeing 767-333ER (WL),C-FMWV,26-AUG-2018,0,near Vancouver In...,49.2608724,-123.1139529
26-AUG-2018,Harbin Y12E,HK-5036,26-AUG-2018,0,Santafé del ...,8.5326066,-75.9015453
28-AUG-2018,Antonov An-2R,LZ-1409,28-AUG-2018,0,near Brusartsi,43.6617954,23.0655925
30-AUG-2018,DHC-6 Twin Otter 300,ET-AIU/808,30-AUG-2018,18,near Mojo,-2.5432841,-44.0591477
01-SEP-2018,Boeing 737-8AS (WL),VQ-BJI,01-SEP-2018,0,Adler/Sochi ...,43.4253834,39.9237036
03-SEP-2018,Beech B200 Super King Air,N97WC,03-SEP-2018,0,Burbank-Bob ...,34.2031703,-118.3591724
15-SEP-2018,Canadair CL-415,C-FOFI,15-SEP-2018,0,Whitehead Po...,45.2380635,-61.1901174
16-SEP-2018,Boeing 747-428FER,TC-ACM,16-SEP-2018,0,Frankfurt In...,42.8509272,-2.679841
18-SEP-2018,BAe-125-700A,N109BG,18-SEP-2018,0,Santa Fe Air...,37.3665247,-120.5798955
18-SEP-2018,Antonov An-2R,YU-BRK,18-SEP-2018,0,near Jagodina,43.9794256,21.2607688
20-SEP-2018,Embraer EMB-120ER Brasilia,N223SW,20-SEP-2018,0,"Houston, TX",29.7589382,-95.3676974
24-SEP-2018,Airbus A340-313,RP-C3435,24-SEP-2018,0,Vancouver In...,49.2974699,-123.0264071
26-SEP-2018,Boeing 737-8Q8 (WL),S2-AJA,26-SEP-2018,0,Chittagong-S...,23.7641875,91.0589705
27-SEP-2018,Dassault Falcon 50,N114TD,27-SEP-2018,2,Greenville D...,34.8473018,-82.3472008
27-SEP-2018,Cessna 208B Supervan 900,VH-FAY,27-SEP-2018,1,"near Sendai, Japan",38.2677554,140.8691498
28-SEP-2018,Airbus A320-232,PT-MZJ,28-SEP-2018,0,São Paulo-Co...,6.1856456,-75.5797974
01-OCT-2018,Antonov An-2T,YV1719,01-OCT-2018,0,near Uriman,5.3566832,-62.6698029
03-OCT-2018,Antonov An-32,,03-OCT-2018,0,Khartoum Air...,15.5921577,32.5498232
03-OCT-2018,Antonov An-26,7706 ?,03-OCT-2018,0,Khartoum Air...,15.5921577,32.5498232
12-OCT-2018,ATR 72-202,5N-BPE,12-OCT-2018,0,Lagos-Murtal...,47.16964,14.66469
29-OCT-2018,Boeing 737 MAX 8,PK-LQP,29-OCT-2018,189,near Tanjung Bungin,-0.7656,122.8505
07-NOV-2018,Boeing 747-412F,N908AR,07-NOV-2018,0,Halifax-Stan...,49.8664588,12.8456299
08-NOV-2018,Antonov An-2R,RA-84674,08-NOV-2018,0,near Arkhangelsk-...,64.543022,40.537121
09-NOV-2018,Boeing 757-23N,N524AT,09-NOV-2018,1,Georgetown-C...,51.4251421,-0.0881139
09-NOV-2018,Lockheed C-130E Hercules,4180,09-NOV-2018,0,Chaklala-PAF...,33.6085089,73.083476
11-NOV-2018,Embraer ERJ-190LR (ERJ-190-100 LR),P4-KCJ,11-NOV-2018,0,near Lisbon,38.7077507,-9.1365919
15-NOV-2018,DHC-8-315Q Dash 8,C-FPAE,15-NOV-2018,0,Stephenville...,32.2191836,-98.2130634
16-NOV-2018,BAe 3212 Jetstream 32,HK-4394,16-NOV-2018,0,Bahía Solano...,6.2245644,-77.4034389
21-NOV-2018,Swearingen SA227-AC Metro III,C-FYAG,21-NOV-2018,0,Deer Lake Ai...,45.5482566,-115.6872733
22-NOV-2018,Boeing 737-53C,OB-2041-P,22-NOV-2018,0.0,La Paz-El Al...,35.6332816,-106.0451262
23-NOV-2018,BAe-125-700A,N422X,23-NOV-2018,,near Curaçao [Car...,12.0634014,-68.849637
30-NOV-2018,Cessna 525A CitationJet CJ2+,N525EG,30-NOV-2018,3.0,"near Memphis, IN",29.8544582,31.2592872
30-NOV-2018,Cessna 550 Citation II,N941JM,30-NOV-2018,0.0,Fargo-Hector...,46.9208925,-96.814488
08-DEC-2018,BN-2A-20 Islander,VH-OBL,08-DEC-2018,1.0,"near Hobart, TAS",-42.8825088,147.3281233
08-DEC-2018,Beech 200 Super King Air,VH-ODI,08-DEC-2018,0.0,Mount Gambie...,13.470062,-15.4900464
10-DEC-2018,Airbus A300B4-203(F),XA-MRC,10-DEC-2018,0.0,Mexico City-...,19.4326296,-99.1331785
11-DEC-2018,Boeing 777-333ER,C-FITW,11-DEC-2018,0.0,Hong Kong-Ch...,47.5651063,7.5981445
15-DEC-2018,Learjet 35A,N55FN,15-DEC-2018,0.0,Key West Int...,66.03169,60.16594
18-DEC-2018,Dornier 228-201,S9-AUN,18-DEC-2018,0.0,São Tomé Isl...,51.54702,-0.10944
24-DEC-2018,Antonov An-26B,9T-TAB,24-DEC-2018,0.0,Beni Airport...,34.7960881,-1.9389338
31-DEC-2018,Boeing 757-2B7 (WL),N938UW,31-DEC-2018,0.0,Charlotte-Do...,35.2272086,-80.8430827
07-JAN-2019,Saab 340B,YL-RAF,07-JAN-2019,0,Savonlinna A...,61.8689933,28.8797178
12-JAN-2019,Canadair Challenger 601,N813WT,12-JAN-2019,0,Uvalde-Ox Ra...,44.41667,11.98333
14-JAN-2019,Boeing 707-3J9C,EP-CPP,14-JAN-2019,15,Fat'h Airport,35.7161801,50.9318482
16-JAN-2019,Cessna 208B Grand Caravan,8R-YAC,16-JAN-2019,0,Ogle Airport...,6.8073092,-58.1038454
21-JAN-2019,Boeing 737-330 (QC),9S-AHJ,21-JAN-2019,0,Kinshasa-N'D...,-4.3217055,15.3125974
22-JAN-2019,Boeing 737-8LJ (WL),VP-BRR,22-JAN-2019,0,Khanty-Mansi...,64.9889753,60.0602922
28-JAN-2019,ATR 72-212A (ATR 72-500),EC-LYJ,28-JAN-2019,0,Palma de Mal...,39.5576257,2.6234538
28-JAN-2019,Boeing 727-2B6F Adv.,N720CK,28-JAN-2019,0,Tuscaloosa R...,33.2095614,-87.5675258
29-JAN-2019,Beech B200 King Air,N13LY,29-JAN-2019,3,"near Kake, AK",56.9758333,-133.9472222
30-JAN-2019,Beech 200 Super King Air,C-GTUC,30-JAN-2019,2,near Whatì/Lac La...,63.1528822,-117.2343907
04-FEB-2019,Boeing 737-332,ST-TAL,04-FEB-2019,0,Khartoum-Civ...,50.45466,30.5238
08-FEB-2019,Convair C-131B Samaritan,N145GT,08-FEB-2019,1,near Bay Harbor I...,30.1471462,-85.6146488
09-FEB-2019,Embraer ERJ 190AR (ERJ-190-100 IGW),5Y-KYR,09-FEB-2019,0,Nairobi-Jomo...,-1.3168547,36.9290491
09-FEB-2019,Embraer ERJ 190AR (ERJ-190-100 IGW),5Y-FFF,09-FEB-2019,0,Nairobi-Jomo...,-1.3168547,36.9290491
09-FEB-2019,Cessna 208 Caravan I,PR-RTA,09-FEB-2019,0,"near Caracaraí, RR",1.827598,-61.125389
11-FEB-2019,Raytheon Beechjet 400A,N750TA,11-FEB-2019,0,Richmond Mun...,43.9799695,-66.1280824
13-FEB-2019,Boeing 747-406M,PH-BFV,13-FEB-2019,0,Amsterdam-Sc...,-26.9059577,-49.0880211
13-FEB-2019,Boeing 787-9,PH-BHA,13-FEB-2019,0,Amsterdam-Sc...,-26.9059577,-49.0880211
23-FEB-2019,Boeing 767-375ER (BCF) (WL),N1217A,23-FEB-2019,3,"Trinity Bay,...",29.6824477,-94.7918655
24-FEB-2019,Boeing 737-8E9 (WL),S2-AHV,24-FEB-2019,1,Chittagong-S...,23.7641875,91.0589705
25-FEB-2019,EO-5C (DHC-7-102),N89068,25-FEB-2019,0,Pyongtaek-De...,51.5,10.5
01-MAR-2019,Airbus A320-214,OE-LOA,01-MAR-2019,0,London-Stans...,51.5578059,0.1507945
03-MAR-2019,Beech 1900D,7T-VIO,03-MAR-2019,0,Ouargla-Ain ...,31.9171828,5.4120603
03-MAR-2019,Honda HA-420 HondaJet,N105HJ,03-MAR-2019,0,Eufaula-Weed...,41.42265,-122.38613
04-MAR-2019,Embraer EMB-145XR,N14171,04-MAR-2019,0,Presque Isle...,45.3375258,-83.9567881
04-MAR-2019,Cessna 208B Grand Caravan,C-FAFV,04-MAR-2019,0,near Little Grand...,41.8918117,-87.6280753
07-MAR-2019,Learjet 35A,LV-BNR,07-MAR-2019,0,Buenos Aires...,-34.6075682,-58.4370894
09-MAR-2019,Douglas DC-3,HK-2494,09-MAR-2019,14,Finca La Ben...,38.7625497,0.1827646
09-MAR-2019,Gulfstream G-IV,N505GF,09-MAR-2019,0,Atlanta-DeKa...,23.7104,90.40744
10-MAR-2019,Boeing 737 MAX 8,ET-AVJ,10-MAR-2019,157,near Addis Ababa-...,9.0107934,38.7612525
10-MAR-2019,Hawker Siddeley HS-125-600A,fake reg.,10-MAR-2019,1,near San Pedro Pe...,-13.5206235,-71.9835294
10-MAR-2019,Bombardier CRJ-702ER,N530EA,10-MAR-2019,0,Charlotte-Do...,35.2272086,-80.8430827
10-MAR-2019,Bombardier CRJ-900LR,N569NN,10-MAR-2019,0,Charlotte-Do...,35.2272086,-80.8430827
11-MAR-2019,CC-138 Twin Otter (DHC-6),13803,11-MAR-2019,0,"near Inuvik, NT",68.3602632,-133.7203869
12-MAR-2019,Beech A100 King Air,N945WS,12-MAR-2019,0,Latrobe-West...,40.317287,-79.3840301
18-MAR-2019,Bombardier Challenger 300,9M-TST,18-MAR-2019,0+ 1,Kuala Lumpur...,3.1516964,101.6942371
22-MAR-2019,Rockwell Sabreliner 60,N990PA,22-MAR-2019,0,near Bajamar,9.8354006,-84.6702483
23-MAR-2019,Beech B200 Super King Air,A2-MBM,23-MAR-2019,1,Matsieng Aer...,43.59917,39.72569
27-MAR-2019,Antonov An-2,CU-A1825,27-MAR-2019,0,Alonso de Rojas,-0.2415385,-78.5193877
27-MAR-2019,Boeing 737-7H4 (WL),N249WN,27-MAR-2019,0,near Nashville In...,36.1622296,-86.7743531
04-APR-2019,DHC-8-402Q Dash 8,OE-LGM,04-APR-2019,0,Innsbruck-Kr...,47.2637,11.4000003
04-APR-2019,MD-88,N977DL,04-APR-2019,0,Atlanta Hart...,34.3569115,-82.945891
08-APR-2019,BAe 4100 Jetstream 41,HI1038,08-APR-2019,0,Dominica Dou...,15.5886074,-61.3517211
10-APR-2019,Airbus A321-231 (WL),N114NN,10-APR-2019,0,New York-Joh...,43.5639104,-76.1176258
13-APR-2019,Rockwell Sabreliner 65,N265DS,13-APR-2019,3,"near New Albany, MS",34.4942683,-89.0078418
16-APR-2019,BN-2B-27 Islander,CC-CYR,16-APR-2019,6,near Puerto Montt...,-41.4718121,-72.939621
16-APR-2019,Bombardier Global 5000,14+01,16-APR-2019,0,Berlin-Schön...,52.5487962,13.4593803
22-APR-2019,Antonov An-26,EY-322,22-APR-2019,0,near Khartoum,15.593325,32.53565
23-APR-2019,Cessna 208 Caravan I,N366TA,23-APR-2019,0,Dry Tortugas...,24.665151,-82.8553985
30-APR-2019,Boeing 737-73S (WL),EI-SEV,30-APR-2019,0,East Midland...,32.0111672,-102.0592464
30-APR-2019,Boeing 737-33A (WL),G-GDFB,30-APR-2019,0,East Midland...,32.0111672,-102.0592464
03-MAY-2019,Boeing 737-81Q (WL),N732MA,03-MAY-2019,0,Jacksonville...,30.3321838,-81.655651
04-MAY-2019,Learjet 45,C-GMCP,04-MAY-2019,0,Edinburgh-Tu...,22.2821393,114.1609265
05-MAY-2019,Canadair Challenger 601-3A,N601VH,05-MAY-2019,13,near Monclova,26.8999988,-101.4171173
07-MAY-2019,DHC-6 Twin Otter 300,C-GNDO,07-MAY-2019,0,near Kuujjuarapik...,55.2845992,-77.7576525
08-MAY-2019,DHC-8-402Q Dash 8,S2-AGQ,08-MAY-2019,0,Yangon-Minga...,48.13743,11.57549
10-MAY-2019,DHC-8-311 Dash 8,C-FJXZ,10-MAY-2019,0,Toronto-Pear...,43.658017,-79.4477054
11-MAY-2019,Cessna 208B Grand Caravan,C-FCPM,11-MAY-2019,0,Saint-Esprit...,45.898371,-73.666077
13-MAY-2019,DHC-3T Vazar Turbine Otter,N959PA,13-MAY-2019,1,"near Ketchikan, AK",55.3430696,-131.6466819
18-MAY-2019,Gulfstream American G-1159 Gulfstre,unreg.,18-MAY-2019,0,Chico de Cha...,-9.2568217,-36.29731
22-MAY-2019,Antonov An-2R,RA-68161,22-MAY-2019,0,Zhuravskoye,44.84111,43.30306
22-MAY-2019,Cessna S550 Citation S/II,N311G,22-MAY-2019,2,near Indianapolis...,39.7683331,-86.1583502
03-JUN-2019,Antonov An-32,K2752,03-JUN-2019,13,near Lipo,45.4279922,10.3284657
09-JUN-2019,Antonov An-2R,RA-81519,09-JUN-2019,0,"near Kyren, Tunki...",51.6807659,102.163999
09-JUN-2019,Boeing 737-924ER (WL),N75436,09-JUN-2019,0,Denver Inter...,52.4765095,13.4200277
13-JUN-2019,Beech B200 Super King Air,,13-JUN-2019,0,"Río Chixoy, ...",15.6514945,-90.6683659
15-JUN-2019,Boeing 757-224 (WL),N26123,15-JUN-2019,0,Newark-Liber...,49.92415,14.48062
17-JUN-2019,Cessna 680 Citation Sovereign,LV-CIQ,17-JUN-2019,0,Joaquín V. G...,40.2424184,-111.6521614
17-JUN-2019,Boeing 737-8H4 (WL),N8608N,17-JUN-2019,0,Pittsburgh-G...,40.4416941,-79.9900861
20-JUN-2019,Antonov An-2R,UP-A0329,20-JUN-2019,1,near Rodina villa...,-22.3550316,-60.0293827
23-JUN-2019,Antonov An-2R,UR-43983,23-JUN-2019,0,"near Mlyny, Polta...",50.20443,33.945011
24-JUN-2019,Hawker Siddeley HS-125-400,,24-JUN-2019,0,Parque Nacio...,-16.1427996,12.4284339
26-JUN-2019,Rockwell Sabreliner 65,N65HH,26-JUN-2019,0,Sacramento-M...,38.5133813,-121.4956246
28-JUN-2019,Saab 340A,C6-VIP,28-JUN-2019,0,Nassau-Lynde...,50.71284,2.4207
29-JUN-2019,Cessna 208B Grand Caravan,N80JF,29-JUN-2019,0,Plant City-B...,28.01633,-82.1234803
30-JUN-2019,Beech B300 King Air 350i,N534FF,30-JUN-2019,10,Dallas-Addis...,61.3040718,17.0712013
30-JUN-2019,Dassault Falcon 900B,N908CA,30-JUN-2019,0,Dallas-Addis...,61.3040718,17.0712013
09-JUL-2019,Airbus A320-214 (WL),OE-IVQ,09-JUL-2019,0,Amsterdam-Sc...,-26.9059577,-49.0880211
09-JUL-2019,Boeing 737-8K2 (WL),PH-BXH,09-JUL-2019,0,Amsterdam-Sc...,-26.9059577,-49.0880211
09-JUL-2019,Antonov An-2,unreg.,09-JUL-2019,0,"near Raduga, Novo...",55.0420808,83.0330677
13-JUL-2019,Beech B200 Super King Air,,13-JUL-2019,0,Graham Creek...,38.9371687,-85.5287296
17-JUL-2019,Cessna 550 Citation II,N320JT,17-JUL-2019,0,Mesquite Mun...,32.7662695,-96.5862824
19-JUL-2019,DHC-8-402Q Dash 8,C-FKWE,19-JUL-2019,0,Edmonton Int...,66.03169,60.16594
23-JUL-2019,Boeing 737-36N (WL),5N-BQO,23-JUL-2019,0,Lagos-Murtal...,47.16964,14.66469
26-JUL-2019,Cessna 208 Caravan 675,C-GURL,26-JUL-2019,4,Addenbroke I...,51.60541,-127.8463263
30-JUL-2019,Beech B300 King Air 350i,766,30-JUL-2019,5+ 14,"Mora Kalu, R...",33.5256667,73.1182275
30-JUL-2019,Antonov An-72P,032,30-JUL-2019,0,near Grand Batanga,2.8452495,9.885254
30-JUL-2019,Airbus A319-114,D-AILR,30-JUL-2019,0,Frankfurt In...,42.8509272,-2.679841
31-JUL-2019,Bombardier CRJ-900ER,N947LR,31-JUL-2019,0,Dallas/Fort ...,32.7453157,-97.3278313
01-AUG-2019,Douglas C-118A Liftmaster (DC-6A),N451CE,01-AUG-2019,0,Candle 2 Air...,39.5362301,-76.3493642
02-AUG-2019,Airbus A340-313,HB-JMF,02-AUG-2019,0,Vancouver In...,49.2974699,-123.0264071
02-AUG-2019,Boeing 787-8,C-GHPU,02-AUG-2019,0,Vancouver In...,49.2974699,-123.0264071
02-AUG-2019,Shijiazhuang Y-5B(D),B-50OC,02-AUG-2019,0,Longmen Farm...,23.7405911,114.240355
04-AUG-2019,Antonov An-2,RT-15-305,04-AUG-2019,1,near Fakhrabad,38.5247386,47.8628246
06-AUG-2019,Cessna 208B Supervan 900,C-FSKF,06-AUG-2019,2,near Mayo Airport...,63.6166166,-135.8690225
06-AUG-2019,Cessna 510 Citation Mustang,CC-ANR,06-AUG-2019,1,near Los Ángeles-...,42.6286346,-1.8329064
06-AUG-2019,Boeing 737-924ER (WL),N37437,06-AUG-2019,0,San Francisc...,-20.0992289,-45.296651
06-AUG-2019,Airbus A320-232,N432UA,06-AUG-2019,0,San Francisc...,-20.0992289,-45.296651
07-AUG-2019,HS-125/BAe-125,,07-AUG-2019,0,"Las Pilas, C...",40.755953,-3.8743875
07-AUG-2019,BAe 3201 Jetstream 32,HK-4540,07-AUG-2019,0,Bahía Solano...,6.2245644,-77.4034389
10-AUG-2019,Canadair Challenger 601,N602TS,10-AUG-2019,0,Nassau-Lynde...,50.71284,2.4207
14-AUG-2019,Beech Super King Air,XB-...,14-AUG-2019,0,"El Ramonal, ...",17.8364616,-90.6609941
14-AUG-2019,DHC-6 Twin Otter 200,T-82,14-AUG-2019,0,near Base Marambio,-31.7315391,-60.5557448
15-AUG-2019,Airbus A321-211,VQ-BOZ,15-AUG-2019,0,near Zhukovsky In...,55.5972801,38.1199863
15-AUG-2019,Cessna 680A Citation Latitude,N8JR,15-AUG-2019,0,Elizabethton...,36.3487196,-82.2106876
15-AUG-2019,DHC-6 Twin Otter 300,N322AV,15-AUG-2019,0,San Marcos R...,29.6818635,-97.703829
16-AUG-2019,DHC-8-200,5Y-SLM,16-AUG-2019,0,Kichwa Tembo...,-1.2632849,35.0283233
21-AUG-2019,Cessna 208B Cargomaster,C-FEXE,21-AUG-2019,0,Vancouver In...,49.2974699,-123.0264071
25-AUG-2019,Lockheed C-130A Hercules,N119TG,25-AUG-2019,0,Santa Barbar...,24.4054184,76.6762662
28-AUG-2019,Antonov An-2R,RA-40389,28-AUG-2019,0,Selektsionny...,46.185135,40.715164
